GeneID,150-1,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
STARD3,0,0,0,0,6,6,0,0,4
STARD13-AS,10,0,2,16,35,38,13,42,42
STARD13,0,0,0,0,4,12,0,4,0
STARD10,4,6,0,27,11,54,20,33,15
STAR,1,0,0,0,1,5,7,8,33
STAP2,0,2,0,4,4,14,2,5,11
STAP1,0,0,0,0,0,0,0,0,0
STAMBPL1,4,0,2,16,0,19,8,15,4
STAMBP,0,0,0,13,28,45,10,2,6
STAM2,0,0,0,0,0,31,8,8,0
STAM-AS1,0,4,0,0,0,0,0,0,0
STAM,2,0,0,0,0,24,4,2,4
STAG3L5P-PVRIG2P-PILRB,0,0,0,0,4,1,1,8,5
STAG3L5P,0,0,0,0,0,0,0,0,2
STAG3L4,0,0,0,5,20,20,4,2,8
STAG3L3,1,2,0,21,16,6,3,6,25
STAG3L2,0,0,0,2,0,1,0,0,8
STAG3L1,0,0,2,0,0,0,0,0,0
STAG3,21,19,22,98,194,145,147,161,174
STAG2,2,1,0,18,30,123,42,26,52
STAG1,0,0,6,0,19,52,50,7,68
STAC3,0,0,0,0,0,0,0,0,0
STAC2,0,0,0,0,0,2,0,0,0
STAC,0,0,0,0,0,0,0,0,0
STAB2,0,2,0,18,33,58,64,49,33
STAB1,12,6,6,92,84,52,94,66,29
ST8SIA6-AS1,0,0,0,0,0,0,0,0,0
ST8SIA6,0,0,0,0,0,0,0,0,0
ST8SIA5,0,0,0,0,0,0,0,0,0
ST8SIA4,0,0,0,0,0,0,0,0,0
ST8SIA3,0,0,0,0,0,2,0,0,0
ST8SIA2,0,0,0,0,0,0,0,0,0
ST8SIA1,0,0,0,0,0,0,0,0,0
ST7L,8,5,7,17,24,55,34,53,36
ST7-OT4,0,0,4,11,12,39,11,14,1
ST7-OT3,0,0,0,0,0,0,0,0,0
ST7-AS2,20,31,15,172,258,281,319,192,215
ST7-AS1,11,15,24,214,210,280,185,179,195
ST7,0,0,2,12,14,12,5,4,0
ST6GALNAC6,0,0,0,0,0,2,2,2,0
ST6GALNAC5,0,0,0,0,8,0,0,0,0
ST6GALNAC4,0,0,0,2,0,4,0,0,0
ST6GALNAC3,0,0,0,0,0,0,0,0,0
ST6GALNAC2,2,1,7,74,46,40,84,73,32
ST6GALNAC1,0,0,2,49,20,53,79,44,38
ST6GAL2,0,0,0,0,0,0,0,0,0
ST6GAL1,0,0,0,2,11,4,0,0,6
ST3GAL6-AS1,0,0,0,0,0,0,0,0,0
ST3GAL6,6,4,1,0,4,4,1,1,0
ST3GAL5-AS1,0,0,0,0,0,0,0,0,0
ST3GAL5,0,0,0,0,0,1,0,0,0
ST3GAL4,0,0,0,0,0,0,0,0,0
ST3GAL3,0,0,0,0,0,2,0,0,0
ST3GAL2,4,2,7,35,17,87,42,81,40
ST3GAL1,0,0,0,0,0,4,0,0,0
ST20-MTHFS,0,0,0,0,0,0,0,0,0
ST20-AS1,16,8,6,111,74,123,146,54,32
ST20,4,1,2,10,11,44,55,0,6
ST18,0,0,0,0,0,6,4,0,0
ST14,2,6,6,18,29,36,24,16,40
ST13P4,0,0,0,0,0,10,2,0,3
ST13,2,3,6,36,2,52,25,2,14
SSX9P,0,0,0,0,0,0,0,0,0
SSX8P,0,0,0,0,0,0,0,0,0
SSX7,0,0,0,0,0,0,0,0,0
SSX6P,0,0,0,0,1,0,0,0,0
SSX5,0,0,1,0,0,2,6,4,0
SSX4B,0,0,0,0,0,0,0,0,0
SSX4,0,0,0,0,0,0,0,0,0
SSX3,0,0,0,0,0,0,0,0,0
SSX2IP,2,2,2,10,6,43,34,17,10
SSX2B,0,0,0,0,0,0,0,0,0
SSX2,0,0,0,0,0,0,0,0,0
SSX1,0,0,0,0,0,0,0,0,0
SSUH2,0,0,0,0,0,0,0,0,0
SSU72,0,4,0,4,2,41,10,11,5
SSTR5-AS1,0,0,0,1,4,8,2,0,0
SSTR5,159,144,173,812,940,772,925,1102,687
SSTR4,0,0,0,0,0,0,0,0,0
SSTR3,0,0,0,0,0,0,0,0,0
SSTR2,0,0,0,1,7,16,9,41,4
SSTR1,0,0,0,0,0,2,6,2,3
SST,0,0,0,0,0,0,0,0,0
SSRP1,8,7,2,38,16,39,26,27,22
SSR4P1,0,0,0,0,0,0,0,0,0
SSR4,1,5,1,40,28,42,36,27,15
SSR3,6,7,2,4,26,87,23,15,21
SSR2,2,2,0,16,16,41,31,26,44
SSR1,6,2,0,8,8,36,7,9,10
SSPO,0,0,0,0,0,1,0,0,0
SSPN,0,0,1,6,8,24,1,26,6
SSNA1,0,2,0,14,35,18,0,14,5
SSMEM1,0,0,0,0,0,0,0,0,0
SSH3,6,0,0,0,0,6,2,0,0
SSH2,0,0,0,3,1,24,8,0,12
SSH1,0,0,0,6,2,2,2,0,0
SSC5D,4,1,5,22,53,48,28,63,39
SSC4D,7,7,5,228,64,107,136,109,92
SSBP4,2,0,0,0,0,6,6,6,0
SSBP3-AS1,1,0,0,38,13,49,32,0,11
SSBP3,0,0,3,2,11,14,2,0,2
SSBP2,0,0,0,0,0,2,0,0,0
SSBP1,0,2,0,6,2,14,0,4,0
SSB,25,21,28,186,221,351,346,282,229
SS18L2,2,7,7,69,27,59,74,56,49
SS18L1,1,0,0,2,2,38,17,20,14
SS18,4,0,0,0,6,23,4,12,14
SRY,0,0,0,0,0,6,0,0,0
SRXN1,0,6,2,10,7,51,19,8,44
SRSF9,24,26,23,159,184,218,195,178,295
SRSF8,2,2,0,28,10,25,33,2,4
SRSF7,0,2,0,8,19,72,69,12,3
SRSF6,2,2,0,32,20,53,9,15,15
SRSF5,0,2,4,6,8,85,16,11,19
SRSF4,4,10,10,87,46,70,44,74,51
SRSF3,6,10,4,52,29,170,41,49,35
SRSF2,8,6,15,123,92,252,157,167,151
SRSF12,7,1,1,0,69,33,22,70,59
SRSF11,2,2,2,6,24,86,14,14,46
SRSF10,2,10,15,68,85,343,134,101,125
SRSF1,8,0,0,32,34,200,82,18,36
SRRT,7,11,6,118,78,46,53,38,26
SRRM5,59,49,64,304,355,408,489,371,288
SRRM4,0,0,0,0,0,0,0,0,0
SRRM3,0,1,0,0,0,0,0,0,0
SRRM2-AS1,1,0,0,5,0,5,8,4,21
SRRM2,1,6,1,3,13,67,20,6,15
SRRM1,2,4,0,6,6,18,7,0,1
SRRD,84,104,51,498,445,560,603,322,294
SRR,175,131,167,983,1052,1333,1071,863,851
SRPX2,9,10,5,56,47,93,88,90,105
SRPX,1,0,0,0,0,0,0,0,0
SRPRB,0,0,6,16,16,30,13,12,4
SRPRA,19,2,7,63,63,110,52,87,64
SRPK3,9,2,0,30,27,23,35,34,20
SRPK2,2,1,0,32,22,35,24,10,18
SRPK1,0,0,2,24,18,84,34,8,23
SRP9,2,3,4,40,62,67,47,30,36
SRP72,4,8,0,6,18,34,20,14,2
SRP68,2,0,0,0,5,29,9,19,2
SRP54-AS1,0,0,0,0,0,0,0,0,0
SRP54,0,0,0,8,8,44,12,4,12
SRP19,5,3,6,0,5,51,14,25,18
SRP14-AS1,0,0,0,0,0,0,0,0,0
SRP14,0,2,6,2,0,50,24,10,15
SRMS,4,2,4,42,77,109,65,56,41
SRM,0,0,0,0,0,0,10,0,0
SRL,0,4,1,37,16,20,4,26,0
SRI,2,4,0,32,15,42,39,32,36
SRGN,0,0,0,0,0,0,0,0,0
SRGAP3-AS4,0,0,0,0,0,0,0,0,0
SRGAP3-AS3,6,0,0,6,1,3,0,12,4
SRGAP3-AS2,0,0,0,0,0,0,0,0,22
SRGAP3,0,0,0,0,0,3,0,0,0
SRGAP2D,0,0,0,0,8,0,0,0,0
SRGAP2C,0,0,0,2,10,1,4,4,1
SRGAP2B,0,0,0,0,0,0,2,2,0
SRGAP2-AS1,1,0,0,6,4,4,2,3,0
SRGAP2,0,0,0,0,4,4,4,0,0
SRGAP1,0,0,2,33,10,18,34,21,19
SRFBP1,0,0,0,0,0,15,2,4,0
SRF,0,0,2,1,8,8,3,2,4
SREK1IP1,0,2,4,9,0,12,0,8,9
SREK1,0,2,4,10,11,83,58,46,32
SREBF2-AS1,22,15,17,148,208,227,197,125,164
SREBF2,0,0,0,0,2,10,4,2,6
SREBF1,2,1,4,14,27,33,29,29,26
SRD5A3-AS1,1,0,0,0,1,6,0,20,0
SRD5A3,0,0,0,0,0,8,6,0,0
SRD5A2,0,0,0,0,0,0,0,0,0
SRD5A1P1,0,0,0,0,2,0,0,0,0
SRD5A1,0,0,0,8,8,20,4,4,2
SRCIN1,0,2,0,0,0,0,6,0,0
SRCAP,0,0,0,0,0,8,4,0,0
SRC,0,0,0,28,4,22,18,2,18
SRBD1,4,0,0,3,4,12,6,2,6
SRARP,0,0,0,0,0,0,0,0,0
SRA1,3,2,5,20,12,18,24,0,14
SQSTM1,46,58,54,345,281,437,485,287,261
SQOR,0,0,0,9,12,40,14,4,12
SQLE,0,0,0,10,4,6,13,6,6
SPZ1,0,0,0,0,0,0,0,0,0
SPX,0,0,0,0,0,0,0,0,0
SPTY2D1OS,52,44,39,235,299,452,379,226,359
SPTY2D1,4,0,0,26,51,81,32,17,30
SPTSSB,0,0,0,0,0,0,0,0,0
SPTSSA,0,2,0,4,16,8,0,4,0
SPTLC3,0,0,0,2,0,23,10,0,6
SPTLC2,1,0,1,18,4,82,32,0,28
SPTLC1,2,0,0,13,12,38,30,22,9
SPTBN5,4,5,1,7,49,48,33,13,24
SPTBN4,0,0,0,0,0,0,0,0,0
SPTBN2,0,0,0,20,13,2,4,0,2
SPTBN1,21,40,34,188,269,830,295,128,179
SPTB,64,47,46,432,737,565,590,671,517
SPTAN1,12,11,12,61,82,144,114,69,65
SPTA1,0,0,0,0,0,0,0,0,0
SPSB4,0,0,0,0,0,0,0,0,0
SPSB3,38,23,19,140,150,173,229,231,111
SPSB2,5,2,1,28,1,37,39,13,17
SPSB1,0,0,0,0,2,0,0,2,0
SPRYD7,0,0,0,0,0,0,4,0,2
SPRYD4,475,621,451,2916,2948,2782,3471,2545,2158
SPRYD3,0,0,0,0,8,3,0,6,4
SPRY4-IT1,0,0,0,0,0,2,0,0,0
SPRY4-AS1,0,0,0,0,0,1,0,0,0
SPRY4,0,0,0,0,4,31,0,0,0
SPRY3,9,1,0,9,0,7,3,0,12
SPRY2,2,8,0,28,19,12,30,32,16
SPRY1,0,0,0,13,8,22,20,6,2
SPRTN,0,4,0,10,8,15,2,4,10
SPRR4,0,0,0,0,0,0,0,0,0
SPRR3,0,0,0,1,0,0,0,0,0
SPRR2G,0,0,0,0,0,0,0,0,0
SPRR2F,0,0,0,0,0,0,0,0,0
SPRR2E,0,0,0,0,0,0,0,0,0
SPRR2D,0,0,0,0,0,0,0,0,0
SPRR2C,0,0,0,0,0,0,0,0,0
SPRR2B,0,0,0,0,0,0,0,0,0
SPRR2A,0,0,0,0,0,0,0,0,0
SPRR1B,0,0,0,0,0,0,0,0,0
SPRR1A,0,0,0,0,0,0,0,0,0
SPRNP1,0,0,0,0,0,0,0,0,0
SPRN,30,35,11,212,132,225,191,157,102
SPRED3,0,0,0,0,0,0,0,0,0
SPRED2,14,0,0,0,0,12,22,8,8
SPRED1,2,0,0,0,12,59,33,5,17
SPR,0,8,2,10,36,40,37,14,14
SPPL3,0,0,0,0,7,8,0,2,0
SPPL2C,0,0,0,0,0,0,0,0,0
SPPL2B,0,0,0,0,0,4,0,0,8
SPPL2A,0,6,0,11,4,23,10,0,0
SPP2,0,0,0,0,0,0,0,0,0
SPP1,0,0,0,0,0,0,0,0,0
SPOUT1,46,64,32,391,234,305,449,356,128
SPOPL,0,2,0,0,4,17,0,2,4
SPOP,0,2,0,5,4,10,42,15,15
SPON2,0,0,0,0,0,2,6,8,0
SPON1,0,6,1,0,0,12,30,0,0
SPOCK3,0,0,0,0,0,0,0,0,0
SPOCK2,0,0,0,0,0,0,0,0,0
SPOCK1,0,0,0,0,0,0,6,0,0
SPOCD1,0,0,0,16,0,9,10,0,0
SPO11,0,0,0,0,0,2,0,0,0
SPNS3,0,0,0,4,0,1,0,0,6
SPNS2,38,6,12,97,191,173,144,90,94
SPNS1,0,0,0,0,2,21,6,0,6
SPN,0,0,0,0,0,0,0,0,1
SPIRE2,1,2,7,0,3,19,45,20,10
SPIRE1,2,1,0,0,26,14,18,0,18
SPINT4,0,0,0,0,5,0,0,0,0
SPINT3,0,0,0,0,0,0,0,0,0
SPINT2,29,26,12,204,118,445,199,109,192
SPINT1-AS1,6,12,24,91,70,108,114,139,41
SPINT1,5,6,2,74,53,107,63,35,30
SPINK9,0,0,0,0,0,4,0,0,1
SPINK8,0,0,0,0,0,0,0,0,0
SPINK7,0,0,0,0,0,0,0,0,4
SPINK6,0,0,0,0,0,0,0,0,0
SPINK5,0,0,0,0,0,0,0,0,0
SPINK4,1,0,0,0,0,10,5,0,0
SPINK2,0,0,0,0,0,0,0,0,0
SPINK14,0,0,0,0,0,0,0,0,0
SPINK13,0,0,0,0,0,0,0,0,0
SPINK1,0,0,0,0,0,3,0,0,0
SPINDOC,0,0,0,0,0,6,2,0,0
SPIN4,0,0,2,0,0,2,2,0,6
SPIN3,0,0,0,0,0,0,0,0,0
SPIN2B,0,0,0,0,0,2,0,0,0
SPIN2A,0,0,0,0,0,4,0,4,0
SPIN1,2,2,0,8,16,36,12,11,4
SPIDR,1,0,1,24,14,19,2,39,16
SPICE1,2,4,0,22,0,10,0,1,4
SPIC,0,0,0,0,0,0,0,0,0
SPIB,0,0,0,0,4,3,2,0,6
SPI1,0,0,0,0,0,0,0,0,0
SPHKAP,0,0,0,0,0,0,0,0,0
SPHK2,2,1,0,42,39,25,34,34,17
SPHK1,2,0,0,9,14,31,22,10,16
SPG7,0,0,0,0,15,17,12,22,17
SPG21,0,0,0,0,0,28,12,0,10
SPG11,32,1,14,106,132,198,143,61,90
SPESP1,0,0,0,0,0,0,0,0,0
SPEN,4,4,0,28,12,59,22,40,12
SPEM3,0,0,0,8,0,0,0,0,0
SPEM2,0,0,0,0,0,0,0,0,0
SPEM1,0,0,0,0,0,0,0,0,0
SPEGNB,0,4,1,43,13,33,51,35,16
SPEG,4,0,0,11,34,15,13,1,2
SPEF2,0,0,0,0,0,0,0,0,0
SPEF1,0,0,0,0,0,0,0,0,0
SPECC1L-ADORA2A,0,0,0,0,0,0,0,0,0
SPECC1L,0,0,0,0,0,5,0,2,4
SPECC1,2,2,0,18,20,30,14,4,8
SPDYE8,0,0,0,0,0,0,0,0,0
SPDYE7P,0,0,0,0,0,0,0,0,0
SPDYE6,1,7,0,36,1,4,16,18,18
SPDYE5,3,1,1,0,25,14,12,0,53
SPDYE4,0,0,0,0,0,0,0,0,0
SPDYE3,2,3,3,105,45,80,69,118,122
SPDYE2B,0,0,0,0,0,0,0,0,0
SPDYE2,0,0,0,0,0,0,0,0,0
SPDYE18,1,0,1,0,12,32,14,30,15
SPDYE17,0,0,0,0,0,0,0,0,0
SPDYE16,0,0,0,0,0,0,0,0,0
SPDYE15,0,0,0,0,0,0,0,0,0
SPDYE14,0,0,0,0,0,0,0,0,0
SPDYE13,0,0,0,0,0,0,0,0,0
SPDYE11,0,0,0,0,0,0,0,0,0
SPDYE10P,2,0,0,6,0,2,2,37,12
SPDYE1,5,4,1,28,22,31,58,42,59
SPDYC,0,1,0,0,0,3,19,12,9
SPDYA,41,9,17,225,355,362,334,442,253
SPDL1,0,0,0,0,0,7,0,0,6
SPDEF,0,0,0,0,0,0,0,0,0
SPCS3,1,7,0,25,15,73,35,26,12
SPCS2,0,0,0,0,0,0,0,0,0
SPCS1,27,18,19,177,131,137,141,106,31
SPC25,0,0,0,0,0,0,0,0,0
SPC24,0,0,0,9,0,14,10,0,2
SPATS2L,2,2,9,9,12,50,18,4,4
SPATS2,2,0,0,0,17,8,14,6,10
SPATS1,0,0,0,0,0,4,0,0,0
SPATC1L,0,0,0,0,0,0,0,0,0
SPATC1,0,0,0,0,0,0,1,3,0
SPATA9,66,39,44,337,415,419,474,412,269
SPATA8-AS1,0,0,0,0,0,0,0,0,0
SPATA8,0,0,0,0,0,0,0,0,0
SPATA7,0,0,0,0,6,8,7,0,6
SPATA6L,0,0,0,14,3,27,9,22,0
SPATA6,0,0,0,0,0,5,5,0,0
SPATA5L1,4,0,0,0,8,12,0,0,12
SPATA5,0,2,1,8,10,11,2,1,0
SPATA48,0,0,1,0,0,0,0,0,0
SPATA46,1,0,0,10,14,19,9,30,21
SPATA45,0,0,0,0,0,0,0,0,2
SPATA42,0,0,0,0,0,0,0,0,0
SPATA41,0,0,0,0,0,0,0,0,0
SPATA4,0,0,0,0,0,0,0,0,0
SPATA33,1,0,0,18,4,10,1,0,0
SPATA32,4,1,0,9,30,25,22,26,17
SPATA31E1,0,0,0,0,0,0,0,0,0
SPATA31D5P,0,0,0,0,0,0,0,0,0
SPATA31D4,0,0,0,0,0,0,0,0,0
SPATA31D3,0,0,0,0,0,0,0,0,0
SPATA31D1,0,0,0,0,0,0,0,0,0
SPATA31C2,0,0,0,0,0,0,0,0,0
SPATA31C1,0,0,0,0,0,0,0,0,0
SPATA31A7,0,0,0,0,0,0,0,0,0
SPATA31A6,0,0,0,0,0,0,0,0,0
SPATA31A5,0,0,0,0,0,0,0,0,0
SPATA31A3,0,0,0,0,0,0,0,0,0
SPATA31A1,0,0,0,0,0,0,0,0,0
SPATA3-AS1,0,0,0,0,0,0,0,0,0
SPATA3,0,0,0,0,0,0,0,0,0
SPATA2L,2,2,1,34,42,9,59,10,32
SPATA25,0,1,0,0,10,13,10,0,2
SPATA24,0,0,1,0,0,2,0,0,0
SPATA22,0,0,0,0,0,0,0,0,0
SPATA21,294,340,304,1727,1970,1484,1984,1519,1393
SPATA20,0,2,0,8,2,25,22,16,16
SPATA2,0,0,0,0,0,2,2,8,8
SPATA19,0,0,0,0,0,0,0,0,0
SPATA18,0,0,0,0,0,0,0,0,0
SPATA17-AS1,0,0,0,18,0,3,37,22,16
SPATA17,0,0,0,1,0,0,0,0,0
SPATA16,0,0,0,0,0,0,0,0,0
SPATA13-AS1,5,0,1,20,13,37,7,19,13
SPATA13,0,6,0,12,24,42,30,23,15
SPATA12,4,1,1,52,54,51,72,34,28
SPATA1,3,5,5,26,64,86,36,33,51
SPAST,0,0,0,18,28,51,36,18,8
SPART-AS1,0,0,0,0,0,0,0,0,0
SPART,0,0,0,0,0,0,0,0,0
SPARCL1,0,0,0,0,0,0,12,0,9
SPARC,0,0,0,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0,0,0,0
SPANXN4,0,0,0,0,0,0,0,0,0
SPANXN3,0,0,0,0,0,0,0,0,0
SPANXN2,0,0,0,0,0,0,0,0,0
SPANXN1,0,0,0,0,0,0,0,0,0
SPANXD,0,0,0,0,0,0,0,0,0
SPANXC,0,0,0,0,0,0,0,0,0
SPANXB1,0,0,0,0,0,0,0,0,0
SPANXA2-OT1,0,0,0,0,0,0,0,0,0
SPANXA2,0,0,0,0,0,0,0,0,0
SPANXA1,0,0,0,0,0,0,0,0,0
SPAM1,0,0,0,0,0,0,0,0,0
SPAG9,8,12,2,0,24,119,14,18,11
SPAG8,0,2,1,27,0,19,25,9,6
SPAG7,0,4,1,27,0,10,9,6,6
SPAG6,0,0,0,0,0,0,0,0,0
SPAG5-AS1,163,161,109,748,718,962,892,845,805
SPAG5,2,0,0,8,10,40,6,17,12
SPAG4,0,0,2,16,3,15,4,4,16
SPAG17,22,24,25,115,165,222,196,197,195
SPAG16-DT,0,0,0,0,0,0,0,0,0
SPAG16,0,0,0,0,0,8,6,2,4
SPAG11B,0,0,0,0,0,0,0,0,0
SPAG11A,0,0,0,0,0,0,0,0,0
SPAG1,0,0,0,0,0,16,2,0,0
SPACA9,0,0,0,0,0,1,0,0,0
SPACA7,0,0,0,0,0,0,0,0,0
SPACA6P-AS,0,0,0,0,0,0,0,0,0
SPACA6,0,0,0,0,0,0,0,1,0
SPACA5B,0,0,0,0,0,0,0,0,0
SPACA5,0,0,0,0,0,0,0,0,0
SPACA4,1,5,8,48,26,66,54,26,27
SPACA3,0,0,0,0,0,0,0,0,0
SPACA1,0,0,0,0,0,0,0,0,0
SPAAR,0,0,0,0,0,0,0,0,0
SPA17,0,0,0,6,0,0,4,6,0
SP9,0,0,0,0,0,0,0,0,0
SP8,0,0,0,0,0,2,0,0,0
SP7,0,1,0,0,0,12,2,17,0
SP6,0,0,0,0,0,0,14,0,0
SP5,9,4,0,33,77,132,138,156,56
SP4,0,0,0,10,0,6,0,0,0
SP3,7,2,2,24,27,94,74,54,17
SP2-AS1,5,10,9,36,88,47,40,32,100
SP2,3,0,0,0,3,5,21,14,19
SP140L,0,0,0,0,0,0,0,0,0
SP140,0,0,0,0,0,0,0,0,0
SP110,0,0,0,0,0,7,0,0,1
SP100,0,0,0,0,0,9,14,4,2
SP1,6,4,1,2,30,34,19,19,4
SOX9-AS1,0,0,0,0,0,0,1,0,0
SOX9,4,6,1,5,48,69,24,39,11
SOX8,0,0,0,0,0,0,0,0,0
SOX7,0,0,0,0,0,0,0,0,0
SOX6,0,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0,0
SOX5,0,0,0,0,0,0,0,0,0
SOX4,2,2,6,12,8,60,22,2,4
SOX30,0,0,0,0,16,1,0,0,0
SOX3,0,0,0,0,0,0,0,0,0
SOX21-AS1,0,0,2,0,7,2,2,2,1
SOX21,7,0,8,23,4,49,14,9,22
SOX2-OT,0,0,0,0,0,4,0,0,0
SOX2,0,0,0,0,18,12,0,6,0
SOX18,0,0,0,0,0,0,0,0,0
SOX17,0,0,0,0,0,0,0,0,0
SOX15,9,4,4,13,53,23,34,13,4
SOX14,0,0,0,0,1,0,0,0,0
SOX13,1,0,0,4,0,4,0,4,4
SOX12,4,0,2,30,15,1,4,0,10
SOX11,0,0,0,0,0,0,0,0,0
SOX10,1,0,0,0,0,5,6,12,0
SOX1-OT,0,0,0,0,0,0,0,0,0
SOX1,0,0,0,0,0,0,0,0,0
SOWAHD,0,0,0,0,0,0,0,0,0
SOWAHC,0,2,2,8,10,8,9,8,10
SOWAHB,0,0,0,0,0,1,0,0,4
SOWAHA,0,0,0,0,24,6,0,0,0
SOSTDC1,0,0,0,0,0,0,0,0,0
SOST,0,0,0,0,0,1,0,0,0
SOS2,0,0,0,2,4,34,10,0,11
SOS1,0,0,0,1,10,34,1,2,2
SORT1,4,0,0,6,16,30,20,3,15
SORL1,10,8,4,32,57,139,42,32,12
SORD2P,0,0,0,0,0,0,0,0,0
SORD,0,0,0,2,12,26,14,0,8
SORCS3-AS1,0,0,0,0,0,0,0,0,0
SORCS3,0,0,0,0,0,0,0,0,0
SORCS2,0,0,0,0,0,0,0,0,0
SORCS1,0,0,0,0,0,0,0,0,0
SORBS3,0,0,0,0,0,0,0,0,0
SORBS2,0,0,0,0,0,0,0,0,0
SORBS1,0,3,0,2,4,16,28,8,12
SON,6,0,0,33,21,88,40,17,49
SOHLH2,0,0,0,0,0,0,0,0,0
SOHLH1,0,0,0,0,0,0,0,0,0
SOGA3,0,0,0,0,0,1,0,0,4
SOGA1,0,0,0,0,0,0,1,0,10
SOD3,0,0,0,0,0,0,0,0,0
SOD2-OT1,0,0,0,8,8,8,0,0,0
SOD2,28,44,11,184,187,233,223,168,156
SOD1,0,0,5,20,56,115,69,24,59
SOCS7,0,0,0,0,0,0,0,0,2
SOCS6,0,0,0,0,19,33,22,20,20
SOCS5,6,0,0,4,4,12,0,10,0
SOCS4,0,3,1,2,10,42,4,36,23
SOCS3,0,0,0,0,6,4,2,0,0
SOCS2-AS1,0,0,0,3,0,0,0,0,0
SOCS2,0,0,0,0,0,2,0,0,0
SOCS1,0,0,0,0,0,1,0,0,0
SOBP,0,0,0,0,0,6,0,0,0
SOAT2,0,0,0,0,0,0,0,0,0
SOAT1,0,0,0,0,0,0,0,0,0
SNX9,0,2,0,2,17,31,2,1,6
SNX8,2,0,0,0,1,2,0,0,8
SNX7,0,2,0,11,1,10,2,8,2
SNX6,2,0,6,4,6,61,20,54,8
SNX5,0,5,2,11,24,70,25,6,18
SNX4,0,0,0,8,0,37,14,2,15
SNX33,0,0,0,0,0,4,4,2,0
SNX32,6,1,11,57,101,35,85,118,79
SNX31,0,0,0,0,0,0,0,0,0
SNX30,4,2,0,0,6,6,6,6,6
SNX3,4,0,0,0,4,30,10,4,4
SNX29P2,0,0,0,0,0,0,0,0,0
SNX29P1,0,0,0,0,0,0,0,0,0
SNX29,0,4,0,12,3,6,2,0,4
SNX27,0,0,0,10,8,4,6,0,0
SNX25,0,0,0,11,0,12,0,3,0
SNX24,0,0,0,0,0,0,0,0,0
SNX22,1193,1698,1415,10452,9860,9821,13667,10094,8765
SNX21,20,44,28,307,314,257,420,386,300
SNX20,0,0,0,0,1,6,0,0,0
SNX2,6,4,0,0,0,44,3,0,15
SNX19,0,0,0,0,0,0,0,0,0
SNX18,0,2,0,0,6,12,2,10,2
SNX17,13,19,23,174,326,227,346,354,166
SNX16,0,2,0,0,0,2,2,2,0
SNX15,0,0,0,0,0,0,0,0,0
SNX14,0,2,4,4,41,60,24,2,20
SNX13,2,0,1,0,12,38,2,17,19
SNX12,0,0,0,4,2,20,10,6,4
SNX11,2,0,0,12,4,12,2,2,12
SNX10,0,0,0,14,4,10,14,0,0
SNX1,0,0,0,12,2,10,6,0,4
SNW1,2,7,8,51,49,130,92,52,41
SNURF,0,0,0,0,0,0,0,0,0
SNUPN,0,0,0,0,6,28,3,2,12
SNU13,2,6,6,0,0,30,8,0,2
SNTN,0,0,0,0,0,0,0,0,0
SNTG2-AS1,0,0,0,0,0,0,0,0,0
SNTG2,0,0,0,0,0,0,0,0,0
SNTG1,0,0,0,0,0,0,0,0,0
SNTB2,1,0,0,0,10,36,16,8,2
SNTB1,6,2,9,59,96,203,120,127,58
SNTA1,1,0,0,16,0,13,15,18,22
SNRPN,0,0,0,0,0,0,0,0,0
SNRPG,0,0,0,11,11,27,5,8,4
SNRPF,0,0,0,11,0,10,4,3,6
SNRPE,0,0,0,0,2,11,0,0,7
SNRPD3,20,47,13,179,170,255,269,186,121
SNRPD2P2,0,0,0,0,0,0,0,0,0
SNRPD2,6,14,4,46,30,170,26,25,37
SNRPD1,0,0,2,0,12,14,14,6,10
SNRPC,0,5,4,12,12,60,32,17,18
SNRPB2,0,1,0,0,2,33,13,4,3
SNRPB,10,2,2,10,4,52,28,19,11
SNRPA1,0,0,0,1,0,7,1,0,0
SNRPA,0,0,4,10,11,24,35,24,8
SNRNP70,1,4,2,17,12,56,21,1,18
SNRNP48,0,4,0,2,10,48,2,18,14
SNRNP40,0,0,0,4,15,48,15,10,3
SNRNP35,1,8,0,4,61,11,24,20,30
SNRNP27,0,0,0,4,0,6,10,2,0
SNRNP25,1,0,2,7,20,19,8,4,0
SNRNP200,8,6,0,10,21,55,18,12,18
SNRK-AS1,137,148,134,795,1136,1140,1327,1043,882
SNRK,0,0,2,10,16,39,24,21,36
SNPH,1,0,0,60,0,2,1,42,7
SNORD99,0,0,4,0,1,0,0,0,9
SNORD98,0,0,0,0,0,0,0,0,0
SNORD97,0,0,0,0,0,1,0,0,1
SNORD96B,0,0,0,0,0,0,0,0,0
SNORD96A,0,0,0,0,0,1,0,0,1
SNORD95,0,0,1,0,0,0,0,0,0
SNORD94,0,0,0,0,0,0,0,0,0
SNORD93,0,0,0,0,0,0,3,0,0
SNORD92,0,0,0,0,0,0,0,0,0
SNORD91B,0,0,0,0,0,0,0,0,0
SNORD91A,0,0,0,0,0,0,0,0,0
SNORD90,0,0,0,0,0,0,0,0,0
SNORD9,0,0,0,0,0,0,0,0,0
SNORD89,0,0,0,2,0,0,0,0,0
SNORD88C,0,0,0,0,0,0,0,0,0
SNORD88B,0,0,0,0,0,0,0,0,0
SNORD88A,0,0,0,0,0,0,0,0,0
